platform,has_profile_pic,bio_length,username_randomness,followers,following,follower_following_ratio,account_age_days,posts,posts_per_day,caption_similarity_score,content_similarity_score,follow_unfollow_rate,spam_comments_rate,generic_comment_rate,suspicious_links_in_bio,verified,is_fake
Twitter,0,63,0,393,692,0.567099567,4994,254,0.050850851,0.479917527,0.411970863,282,134,79,1,1,1
Facebook,1,213,0,389,709,0.547887324,2035,219,0.107563851,0.427594229,0.23537869,444,116,98,1,1,1
Twitter,0,21,1,386,694,0.555395683,4381,228,0.052031036,0.76100833,0.073195211,460,44,36,0,0,1
Facebook,1,161,0,359,688,0.521044993,1186,206,0.173546757,0.96966264,0.180560324,489,140,120,0,0,1
Facebook,0,182,0,415,670,0.618479881,590,189,0.319796954,0.477663719,0.363943078,358,5,7,0,0,1
Facebook,0,156,1,384,690,0.555716353,4218,201,0.047641621,0.006155079,0.245437689,177,162,85,0,1,1
Twitter,1,165,1,368,675,0.544378698,1136,197,0.173262973,0.596267135,0.5727352,475,52,4,0,1,1
Instagram,0,109,1,412,685,0.60058309,3421,198,0.0578609,0.653965872,0.613905661,81,195,121,1,1,1
Facebook,1,96,0,428,640,0.667706708,2559,236,0.0921875,0.828018306,0.570066075,417,169,26,0,1,1
Instagram,0,17,1,388,705,0.549575071,2,220,73.33333333,0.199406981,0.084919036,84,3,123,0,1,1
Instagram,1,70,1,407,682,0.595900439,892,187,0.209406495,0.524327634,0.66686032,64,59,146,0,0,1
Twitter,0,192,0,422,665,0.633633634,4895,174,0.035539216,0.4471315,0.384579485,428,172,42,0,0,1
Instagram,0,126,1,391,700,0.557774608,4725,185,0.039145154,0.664440461,0.878158777,342,71,34,0,0,1
Instagram,1,96,0,441,687,0.640988372,4557,196,0.043001316,0.063943064,0.525614369,289,74,54,0,0,1
Twitter,0,0,0,388,680,0.569750367,3000,197,0.065644785,0.884012932,0.084514669,355,65,60,1,0,1
Facebook,0,215,0,400,712,0.561009818,3554,211,0.059353024,0.511157404,0.00921809,456,21,46,1,0,1
Instagram,0,131,0,388,709,0.546478873,3658,198,0.054113146,0.877045445,0.702512292,135,139,101,1,1,1
Twitter,0,3,0,408,664,0.613533835,972,200,0.205549846,0.340237132,0.400510736,249,50,76,1,1,1
Instagram,0,124,0,372,654,0.567938931,4150,211,0.050831125,0.653522215,0.287995874,497,144,55,1,1,1
Instagram,0,81,1,392,708,0.552891396,3743,219,0.05849359,0.956725149,0.447179041,93,163,81,1,1,1
Facebook,1,26,1,435,659,0.659090909,4205,188,0.04469805,0.943379191,0.072392894,47,92,145,0,0,1
Instagram,1,170,1,421,739,0.568918919,280,202,0.71886121,0.944102755,0.391984335,419,48,52,0,0,1
Twitter,1,58,0,401,752,0.532536521,1699,205,0.120588235,0.042946841,0.314699758,99,15,88,1,0,1
Instagram,0,31,1,398,724,0.548965517,2888,216,0.074766355,0.403016001,0.800189139,337,43,84,1,1,1
Facebook,1,160,0,411,737,0.556910569,2885,210,0.072765073,0.060781257,0.174854008,193,106,138,0,1,1
Facebook,0,27,1,391,690,0.565846599,3286,196,0.059628841,0.309477013,0.756316904,116,149,111,0,1,1
Twitter,0,105,0,397,727,0.54532967,3580,214,0.059759844,0.174578095,0.500402533,266,93,128,1,0,1
Facebook,0,104,1,411,689,0.595652174,2252,190,0.084332002,0.620137424,0.081887949,307,7,95,1,0,1
Instagram,0,182,0,385,728,0.528120713,4641,206,0.044377424,0.780746151,0.969678548,163,109,7,1,1,1
Facebook,1,227,1,415,657,0.630699088,2357,211,0.089482612,0.513346965,0.734209649,478,17,146,0,1,1
Twitter,0,187,0,395,691,0.570809249,4624,214,0.04627027,0.795473073,0.260094267,286,79,15,1,1,1
Facebook,1,69,1,400,675,0.591715976,1932,181,0.093636834,0.012813297,0.581753289,23,117,65,1,1,1
Facebook,0,61,0,382,677,0.563421829,3415,203,0.05942623,0.820476365,0.89993553,493,71,11,1,1,1
Facebook,1,207,1,413,736,0.560379919,1009,226,0.223762376,0.178360225,0.930806968,404,93,92,1,1,1
Twitter,1,33,1,411,728,0.563786008,4713,218,0.046245227,0.460935901,0.73115804,95,37,73,0,0,1
Facebook,1,86,1,395,712,0.553997195,2079,198,0.095192308,0.442585616,0.727670155,496,156,85,1,1,1
Facebook,1,113,0,396,715,0.553072626,4196,196,0.046700024,0.873155529,0.277361247,253,80,97,0,0,1
Instagram,1,105,0,358,671,0.532738095,2715,186,0.068483063,0.965979147,0.989761951,413,106,20,0,0,1
Twitter,1,215,0,405,728,0.555555556,1339,203,0.151492537,0.255120967,0.243481205,120,129,36,1,1,1
Facebook,0,55,0,464,734,0.631292517,4591,169,0.036803136,0.067413173,0.089406431,71,186,4,1,0,1
Twitter,1,112,0,430,690,0.622286541,3690,175,0.047412625,0.650521782,0.977380174,352,41,66,0,1,1
Facebook,0,12,1,385,688,0.558780842,742,205,0.275908479,0.502840587,0.152845464,370,117,9,0,1,1
Facebook,1,183,0,396,719,0.55,734,205,0.278911565,0.565705142,0.521613478,63,20,87,0,1,1
Facebook,0,17,1,394,675,0.582840237,1807,190,0.105088496,0.046270213,0.468243404,242,129,83,0,1,1
Instagram,1,181,1,408,726,0.561210454,2379,182,0.076470588,0.775309822,0.848206024,126,4,61,0,0,1
Instagram,1,204,0,409,702,0.581792319,3266,205,0.062748699,0.232353415,0.396659226,372,16,36,1,0,1
Instagram,0,112,1,395,701,0.562678063,1754,185,0.105413105,0.334936781,0.50218146,38,23,48,1,1,1
Twitter,1,228,0,402,707,0.56779661,1025,210,0.204678363,0.228353713,0.043737699,384,135,23,1,0,1
Twitter,1,170,0,400,715,0.558659218,1483,196,0.132075472,0.945944561,0.207837309,352,157,81,0,1,1
Instagram,1,38,0,411,687,0.597383721,2566,192,0.074795481,0.168721817,0.832995658,425,177,105,0,1,1
Twitter,0,188,1,392,731,0.535519126,3555,211,0.059336333,0.732319004,0.478361202,76,149,54,0,1,1
Facebook,1,169,0,408,717,0.568245125,1780,197,0.110612016,0.245747294,0.23093172,469,58,6,0,1,1
Facebook,0,208,0,386,721,0.534626039,3717,180,0.048413125,0.424919619,0.368907344,4,151,129,1,1,1
Facebook,1,78,0,425,681,0.623167155,4819,190,0.039419087,0.996061877,0.285095623,139,25,122,1,0,1
Instagram,1,145,1,373,715,0.520949721,2117,199,0.093956563,0.100576744,0.556220807,251,60,19,0,0,1
Twitter,0,150,0,409,710,0.575246132,4567,213,0.046628722,0.881359231,0.051446018,156,135,55,0,0,1
Instagram,1,181,1,425,677,0.626843658,2540,194,0.076347895,0.946049896,0.224969851,258,11,23,1,1,1
Twitter,1,242,1,396,684,0.57810219,2966,193,0.065048871,0.698227295,0.354964996,316,13,107,1,1,1
Facebook,0,29,0,394,698,0.563662375,2761,207,0.074945692,0.00996219,0.928214104,434,29,139,1,0,1
Instagram,1,249,1,430,749,0.573333333,2455,205,0.083469055,0.820798584,0.62327821,419,182,90,0,0,1
Twitter,0,97,1,424,692,0.611832612,3755,190,0.050585729,0.882271928,0.504253656,366,98,14,1,1,1
Twitter,0,57,0,383,721,0.530470914,1946,180,0.092449923,0.980934157,0.190823454,236,188,72,0,1,1
Facebook,0,195,0,393,716,0.548117155,3369,211,0.062611276,0.839315748,0.55785302,74,61,60,1,1,1
Instagram,1,66,0,393,730,0.537619699,2630,179,0.068034968,0.445586967,0.929009551,473,30,27,1,1,1
Instagram,0,70,1,361,756,0.476882431,529,204,0.38490566,0.688649677,0.566309305,385,26,109,1,0,1
Instagram,0,247,0,416,701,0.592592593,4233,207,0.048889939,0.485128512,0.164774057,28,0,2,0,0,1
Facebook,1,145,1,414,708,0.583921016,1472,199,0.135098439,0.35301835,0.997118997,40,40,15,0,1,1
Instagram,0,105,1,375,680,0.550660793,2036,154,0.075601375,0.626426493,0.498857585,28,141,131,1,0,1
Facebook,1,6,1,416,703,0.590909091,4035,181,0.044846383,0.76983244,0.319555263,491,73,8,0,0,1
Facebook,1,39,1,393,692,0.567099567,1368,197,0.143900657,0.635900787,0.503376132,99,177,109,1,1,1
Facebook,1,69,1,395,703,0.561079545,1720,182,0.105752469,0.826578368,0.263690795,319,41,11,0,0,1
Twitter,1,213,0,370,744,0.496644295,1042,204,0.195589645,0.176374975,0.030373168,57,198,73,1,1,1
Instagram,0,249,0,405,697,0.580229226,3488,195,0.05588994,0.373694552,0.889521288,210,39,43,0,0,1
Instagram,0,192,1,391,740,0.527665317,560,195,0.347593583,0.312585813,0.428874431,137,13,107,0,1,1
Facebook,0,67,1,381,679,0.560294118,1565,202,0.12899106,0.19412714,0.7528927,10,99,146,1,1,1
Facebook,0,237,0,374,672,0.555720654,3225,193,0.05982641,0.443174327,0.97125538,390,90,12,1,0,1
Instagram,0,48,0,438,706,0.619519095,1801,218,0.120976693,0.947872873,0.632587576,332,138,64,0,1,1
Facebook,1,51,1,436,678,0.642120766,3271,202,0.061735941,0.538008292,0.691616339,488,190,91,1,1,1
Instagram,0,113,1,390,718,0.542420028,1812,194,0.107004964,0.286404877,0.943240948,363,105,103,1,1,1
Twitter,0,106,0,412,722,0.569847856,3082,207,0.067142394,0.354060618,0.516554446,188,48,115,1,1,1
Facebook,0,28,0,436,702,0.620199147,4263,199,0.046669794,0.613075712,0.319899878,449,164,130,1,0,1
Instagram,1,148,1,412,708,0.581100141,147,190,1.283783784,0.352746742,0.921384257,93,105,108,0,1,1
Facebook,1,217,0,379,712,0.531556802,3829,202,0.052741514,0.538346723,0.068994109,341,137,120,1,0,1
Instagram,0,77,0,400,697,0.573065903,4541,174,0.038309115,0.274159893,0.214607954,180,181,107,0,0,1
Instagram,1,8,1,381,684,0.55620438,2118,209,0.09863143,0.345931271,0.341264647,320,6,15,0,0,1
Facebook,0,174,1,395,665,0.593093093,2664,200,0.075046904,0.705727859,0.782111621,282,80,42,0,1,1
Twitter,0,75,1,376,702,0.53485064,319,204,0.6375,0.584618352,0.903901447,390,139,55,0,0,1
Instagram,1,41,0,410,691,0.592485549,3970,229,0.057668094,0.093486863,0.45178655,320,100,135,1,1,1
Instagram,1,178,1,372,630,0.589540412,4132,192,0.046455359,0.973182519,0.286127692,57,54,102,0,1,1
Instagram,0,183,0,407,686,0.592430859,255,214,0.8359375,0.049336923,0.353210724,24,163,5,1,1,1
Twitter,0,178,1,430,731,0.587431694,1337,191,0.142750374,0.082939572,0.656547314,303,6,42,1,0,1
Twitter,1,197,1,354,711,0.497191011,335,192,0.571428571,0.701386049,0.158007117,259,151,43,0,1,1
Facebook,0,127,0,362,728,0.496570645,3092,182,0.058842548,0.708018139,0.547430786,477,33,117,1,0,1
Twitter,1,19,0,395,700,0.563480742,4394,173,0.039362912,0.018935533,0.588443298,391,125,79,0,1,1
Facebook,0,215,1,378,710,0.53164557,1045,221,0.211281071,0.642753899,0.70785575,496,192,22,1,1,1
Facebook,1,154,1,391,674,0.579259259,4574,194,0.042404372,0.033260015,0.603897908,212,28,143,1,0,1
Twitter,0,165,0,396,707,0.559322034,1792,205,0.114333519,0.960769994,0.096955621,114,25,8,1,1,1
Facebook,0,71,1,439,694,0.631654676,2520,206,0.081713606,0.696142594,0.688798888,451,73,136,0,1,1
Twitter,1,64,0,369,678,0.543446244,962,200,0.20768432,0.186578101,0.021747431,187,192,58,0,0,1
Facebook,0,181,0,400,710,0.562587904,3750,179,0.047720608,0.158104788,0.390308804,259,44,68,0,0,1
Twitter,0,240,1,382,690,0.552821997,4566,175,0.038318371,0.569662303,0.417062938,135,16,146,1,0,1
Twitter,1,112,0,435,703,0.617897727,2815,186,0.066051136,0.633518726,0.116630482,489,163,34,0,0,1
Facebook,0,23,0,371,677,0.54719764,590,213,0.360406091,0.83123763,0.009857139,89,62,96,1,0,1
Instagram,0,127,0,418,666,0.626686657,1989,193,0.096984925,0.903321149,0.071161841,220,150,109,1,1,1
Facebook,0,174,1,375,718,0.521557719,2840,202,0.071101725,0.392533444,0.446299962,15,92,39,1,1,1
Twitter,1,198,0,404,679,0.594117647,3866,180,0.046547711,0.844084842,0.240354242,146,65,141,1,0,1
Instagram,1,82,1,409,703,0.580965909,2434,199,0.081724846,0.542380035,0.068980398,384,91,83,0,0,1
Facebook,1,213,1,371,693,0.534582133,2990,179,0.059846205,0.470582141,0.256405411,100,116,115,0,1,1
Facebook,0,62,1,435,719,0.604166667,3949,177,0.044810127,0.698970646,0.528822354,417,41,12,1,0,1
Facebook,0,184,0,406,719,0.563888889,4542,159,0.034998899,0.103194961,0.742138839,476,70,52,1,1,1
Instagram,0,182,0,398,643,0.618012422,1961,207,0.105504587,0.265386506,0.412001347,218,74,79,1,0,1
Twitter,0,59,1,391,720,0.542302358,4195,212,0.050524309,0.816762685,0.61314896,367,70,94,0,1,1
Facebook,1,98,1,400,672,0.59435364,655,213,0.324695122,0.504078838,0.596764674,44,42,38,1,1,1
Facebook,0,61,0,402,686,0.585152838,1079,192,0.177777778,0.908043436,0.896314508,62,54,83,0,0,1
Facebook,0,29,1,392,688,0.568940493,3075,201,0.065344603,0.088703734,0.179394273,349,55,120,0,0,1
Facebook,0,220,1,386,732,0.526603001,1356,211,0.155490052,0.313412811,0.476430444,389,78,64,0,1,1
Facebook,1,21,0,403,729,0.552054795,1459,212,0.145205479,0.355549893,0.631829732,291,158,39,1,1,1
Twitter,0,202,1,376,694,0.541007194,3283,163,0.049634592,0.422720323,0.519722325,376,82,134,0,0,1
Twitter,0,211,0,422,649,0.649230769,4913,204,0.041514042,0.986820052,0.450341586,358,183,44,0,0,1
Facebook,0,125,0,437,691,0.63150289,4757,225,0.047288777,0.310662714,0.973458983,65,120,21,0,1,1
Instagram,0,156,1,384,694,0.552517986,4696,226,0.048115819,0.518682453,0.942013834,118,175,134,0,1,1
Twitter,0,242,0,393,683,0.574561404,920,193,0.209554832,0.536071324,0.611455445,233,179,121,0,1,1
Instagram,1,168,0,388,701,0.552706553,1747,210,0.1201373,0.770797939,0.439575709,461,71,51,1,0,1
Twitter,0,41,0,386,724,0.532413793,1759,207,0.117613636,0.517868994,0.755382121,7,0,99,1,0,1
Facebook,0,97,1,433,695,0.622126437,1832,187,0.102018549,0.605737401,0.512934746,194,129,67,0,0,1
Twitter,0,192,1,411,684,0.6,1172,191,0.16283035,0.753328051,0.995569621,226,92,66,1,0,1
Facebook,0,30,1,373,730,0.510259918,3279,212,0.064634146,0.101132005,0.685937295,26,41,2,0,0,1
Twitter,0,157,0,387,694,0.556834532,360,176,0.487534626,0.963472124,0.06816006,289,73,57,1,1,1
Facebook,0,111,0,401,657,0.609422492,3811,197,0.051678909,0.846304176,0.401910654,27,8,119,1,1,1
Facebook,0,145,1,371,761,0.48687664,1441,189,0.131067961,0.388772614,0.730264698,158,113,99,0,0,1
Facebook,0,246,1,451,721,0.62465374,2920,200,0.068469702,0.728417589,0.842369244,144,30,8,0,1,1
Facebook,0,121,0,388,647,0.598765432,1720,178,0.103428239,0.762325104,0.8133695,466,95,15,1,1,1
Instagram,0,16,1,374,699,0.534285714,3254,230,0.070660522,0.850246449,0.977237724,233,1,11,1,1,1
Facebook,1,37,1,408,693,0.587896254,556,193,0.346499102,0.188316825,0.489120495,107,23,101,1,1,1
Instagram,1,141,1,403,693,0.580691643,1234,223,0.180566802,0.703702753,0.140067042,378,170,147,0,1,1
Instagram,1,214,1,419,668,0.626307922,3921,200,0.050994391,0.033340531,0.652243181,438,197,30,0,0,1
Facebook,1,216,1,362,714,0.506293706,4040,185,0.045780747,0.115579124,0.070748907,202,199,20,1,1,1
Instagram,0,206,0,414,701,0.58974359,2298,205,0.089169204,0.77606696,0.973523304,264,42,130,0,0,1
Twitter,1,109,1,384,701,0.547008547,1536,194,0.126219909,0.813003004,0.75853307,477,50,20,1,0,1
Facebook,1,183,1,379,710,0.533052039,4059,208,0.051231527,0.592436452,0.982148346,312,173,91,0,1,1
Instagram,0,21,0,401,670,0.597615499,3303,197,0.059624697,0.581685974,0.377252991,300,74,27,0,1,1
Facebook,1,194,0,413,681,0.605571848,910,197,0.216245884,0.749511428,0.015796695,389,98,132,0,1,1
Facebook,1,55,0,422,690,0.610709117,1962,182,0.092715232,0.906084822,0.521289698,397,0,70,1,1,1
Facebook,0,118,0,434,708,0.61212976,12,186,14.30769231,0.421115171,0.121183271,414,123,72,1,0,1
Instagram,0,146,1,420,702,0.597439545,980,213,0.217125382,0.114821119,0.679627697,437,116,147,1,1,1
Twitter,0,56,1,380,697,0.544412607,273,223,0.813868613,0.838999384,0.497551425,10,86,115,0,0,1
Twitter,1,171,1,402,674,0.595555556,4584,193,0.042093784,0.341644146,0.753446976,324,194,57,0,0,1
Instagram,1,225,1,379,687,0.550872093,1998,186,0.093046523,0.133785773,0.291068793,94,128,144,1,1,1
Facebook,0,34,0,402,685,0.586005831,4634,213,0.045954693,0.6146164,0.829165564,129,117,41,1,0,1
Instagram,0,113,0,425,680,0.624082232,1689,207,0.122485207,0.578083925,0.650820545,102,62,96,0,0,1
Instagram,1,124,1,396,691,0.572254335,1596,193,0.120851597,0.474246207,0.987709723,272,75,61,0,0,1
Instagram,0,128,1,395,703,0.561079545,3243,199,0.06134402,0.859797244,0.178557033,485,189,95,0,1,1
Facebook,1,51,1,408,680,0.599118943,4684,184,0.03927428,0.272225835,0.051172752,109,188,111,0,0,1
Instagram,0,84,1,400,705,0.566572238,1716,172,0.100174723,0.013235265,0.851049938,291,167,119,0,1,1
Facebook,0,220,0,426,680,0.625550661,4339,206,0.047465438,0.323468719,0.338451286,130,94,86,0,0,1
Instagram,1,197,1,407,651,0.624233129,1202,189,0.157107232,0.00970596,0.431246364,190,156,148,1,0,1
Twitter,0,164,0,388,697,0.555873926,2846,201,0.070600632,0.543591211,0.925668262,298,34,133,0,1,1
Instagram,0,64,0,400,711,0.561797753,257,214,0.829457364,0.378248293,0.440696812,92,91,112,1,0,1
Instagram,0,178,0,379,732,0.517053206,310,183,0.588424437,0.813942741,0.298019076,288,84,91,0,1,1
Twitter,1,128,0,392,761,0.514435696,2564,212,0.082651072,0.797585352,0.059495495,205,138,65,0,0,1
Facebook,0,218,1,390,709,0.549295775,3418,205,0.059959052,0.434638493,0.442935339,357,138,31,1,0,1
Facebook,0,20,1,414,709,0.583098592,1089,204,0.187155963,0.216485274,0.654951526,28,190,63,0,1,1
Instagram,0,180,1,401,660,0.606656581,4732,215,0.045425734,0.422429866,0.269175058,406,196,4,1,0,1
Twitter,0,15,1,433,719,0.601388889,4893,191,0.03902738,0.641317733,0.717779397,186,55,138,1,1,1
Facebook,0,235,0,411,715,0.574022346,1177,168,0.142614601,0.190205982,0.478263948,336,6,127,1,0,1
Instagram,0,122,0,402,691,0.580924855,3098,195,0.062923524,0.773046616,0.858107292,176,50,73,0,1,1
Twitter,1,60,0,424,718,0.589707928,3231,223,0.068997525,0.33056021,0.161737472,438,38,91,1,0,1
Facebook,1,53,1,447,726,0.614855571,1725,172,0.099652375,0.932176995,0.757079663,330,41,59,1,1,1
Facebook,0,167,0,419,684,0.611678832,2629,201,0.076425856,0.51187053,0.932552577,155,71,1,0,1,1
Twitter,1,25,0,389,702,0.553342817,4175,192,0.045977011,0.847126534,0.741397936,245,52,88,1,1,1
Twitter,1,79,0,376,699,0.537142857,3300,200,0.060587701,0.61589258,0.405937329,198,90,106,1,0,1
Twitter,0,219,0,424,701,0.603988604,1351,198,0.146449704,0.554601844,0.230455767,108,148,114,0,1,1
Twitter,1,64,1,376,692,0.542568543,620,211,0.339774557,0.682130133,0.098367417,359,29,75,1,0,1
Instagram,1,99,0,378,686,0.550218341,2549,236,0.09254902,0.811491124,0.642369698,71,122,75,0,1,1
Twitter,1,73,0,433,700,0.617689016,1379,207,0.15,0.644507504,0.142854316,488,128,127,1,1,1
Facebook,1,191,1,409,703,0.580965909,4059,215,0.052955665,0.797240687,0.838304016,220,23,20,0,1,1
Facebook,1,170,1,351,708,0.49506347,978,204,0.208375894,0.190465164,0.960737343,280,124,147,1,0,1
Instagram,1,16,1,394,693,0.567723343,1538,201,0.130604288,0.27751654,0.135789178,390,133,18,1,1,1
Facebook,1,120,0,435,653,0.665137615,3773,210,0.055643879,0.229722822,0.376052951,376,5,62,0,0,1
Facebook,1,186,0,352,665,0.528528529,3579,196,0.054748603,0.798303188,0.937272105,213,126,18,1,1,1
Twitter,0,22,0,395,676,0.583456425,2534,165,0.065088757,0.086128559,0.470704582,456,116,112,1,1,1
Facebook,0,134,0,406,711,0.570224719,478,206,0.43006263,0.795863197,0.535416056,74,196,21,1,1,1
Instagram,1,171,1,413,704,0.585815603,3655,183,0.050054705,0.3890423,0.747515999,417,189,50,0,0,1
Twitter,1,180,0,408,671,0.607142857,1895,180,0.094936709,0.079507162,0.210533411,474,34,87,0,1,1
Twitter,0,70,0,426,678,0.627393225,2381,212,0.08900084,0.424426262,0.979149071,241,127,122,0,0,1
Instagram,1,107,1,419,709,0.590140845,1633,183,0.111995104,0.300502301,0.780883531,149,78,62,1,1,1
Twitter,1,78,1,446,688,0.647314949,2041,207,0.101371205,0.591952183,0.16137337,322,34,61,0,0,1
Twitter,0,161,1,400,727,0.549450549,1566,198,0.126356094,0.472526633,0.111069577,177,47,73,1,0,1
Instagram,0,45,0,390,664,0.586466165,4126,190,0.046038284,0.296777391,0.934954227,175,113,31,0,1,1
Twitter,0,236,0,416,711,0.584269663,4823,220,0.045605307,0.862265944,0.6850278,103,104,143,0,1,1
Instagram,1,195,0,414,717,0.576601671,4269,199,0.046604215,0.406821425,0.038567306,118,71,14,0,0,1
Instagram,1,205,0,389,695,0.558908046,2840,185,0.065117916,0.470689992,0.141987221,199,42,47,0,0,1
Facebook,0,77,0,430,721,0.595567867,468,216,0.460554371,0.846628525,0.047829245,69,34,17,1,0,1
Facebook,0,15,1,421,683,0.615497076,3548,223,0.062834601,0.089056608,0.974081706,56,132,22,0,1,1
Twitter,1,70,1,382,680,0.560939794,1976,181,0.091552858,0.389893142,0.497850899,408,30,54,1,0,1
Twitter,0,95,0,393,686,0.572052402,3389,208,0.061356932,0.402856687,0.462148439,65,105,41,0,1,1
Instagram,1,146,0,399,677,0.588495575,4221,219,0.051871151,0.495825655,0.955778766,399,158,130,1,1,1
Twitter,1,1,0,394,672,0.585438336,2744,191,0.069581056,0.106120592,0.504635995,57,100,102,1,0,1
Instagram,0,9,0,364,721,0.504155125,2575,188,0.072981366,0.102660121,0.517754847,116,7,51,0,0,1
Instagram,0,177,0,367,703,0.521306818,1420,197,0.138634764,0.416415956,0.984097163,424,5,10,1,0,1
Twitter,1,124,1,405,715,0.565642458,1878,185,0.098456626,0.033029008,0.111432217,306,86,54,1,0,1
Instagram,0,80,1,400,687,0.581395349,1027,191,0.185797665,0.254984359,0.985754797,20,180,87,0,0,1
Facebook,0,228,1,404,747,0.540106952,4632,187,0.040362616,0.201176754,0.1656779,78,79,113,0,0,1
Twitter,0,139,0,423,695,0.607758621,601,202,0.335548173,0.489386261,0.472911464,311,43,24,0,0,1
Facebook,0,69,0,419,656,0.637747336,3593,209,0.058152476,0.011159557,0.33761368,353,176,91,1,1,1
Twitter,1,149,1,380,674,0.562962963,988,191,0.193124368,0.67573345,0.955421249,46,135,86,0,0,1
Instagram,1,31,1,381,693,0.548991354,606,208,0.342668863,0.855587307,0.485503309,373,63,80,0,0,1
Twitter,1,104,0,338,716,0.471408647,2748,187,0.068024736,0.706741518,0.023014517,170,131,8,1,0,1
Facebook,1,83,1,365,705,0.516997167,139,190,1.357142857,0.818078169,0.221691134,83,31,98,0,1,1
Instagram,0,128,1,421,710,0.592123769,2058,215,0.104419621,0.643316404,0.430812046,107,52,35,0,1,1
Twitter,0,181,0,414,719,0.575,3587,187,0.052118172,0.507367034,0.676390408,286,112,56,1,0,1
Twitter,1,238,1,389,718,0.541029207,4226,210,0.049680625,0.219021597,0.561902998,270,194,62,0,1,1
Twitter,1,244,1,359,705,0.508498584,4497,196,0.043574922,0.279626348,0.849909294,175,62,81,1,0,1
Facebook,0,57,1,414,730,0.566347469,1245,188,0.150882825,0.317708004,0.828433588,317,113,19,0,0,1
Facebook,1,197,0,391,711,0.549157303,642,214,0.33281493,0.038017669,0.590509301,475,187,46,1,0,1
Twitter,1,210,1,450,739,0.608108108,437,193,0.440639269,0.913088771,0.571314936,69,76,19,1,1,1
Instagram,0,145,1,417,668,0.623318386,1424,206,0.144561404,0.900302703,0.278164716,386,160,5,0,1,1
Instagram,1,133,1,390,709,0.549295775,1137,212,0.18629174,0.10777785,0.957905865,165,21,72,0,1,1
Facebook,0,44,0,412,746,0.551539491,3722,214,0.057480526,0.556693566,0.076851338,342,126,106,1,1,1
Instagram,0,96,0,417,679,0.613235294,3290,186,0.056517776,0.467641294,0.397030258,57,30,92,1,1,1
Facebook,1,22,1,387,720,0.536754508,58,195,3.305084746,0.683413997,0.66083589,450,23,28,1,1,1
Twitter,0,22,0,405,710,0.569620253,1137,186,0.16344464,0.603017661,0.9456631,244,2,99,0,0,1
Facebook,1,153,1,431,708,0.607898449,700,184,0.262482168,0.124321801,0.50152977,44,32,110,1,1,1
Facebook,0,204,0,426,672,0.632986627,1146,213,0.185701831,0.660077645,0.895919327,171,153,120,1,0,1
Twitter,1,134,0,397,724,0.547586207,2456,199,0.080993081,0.608872304,0.104799778,263,50,48,0,1,1
Instagram,1,78,1,395,686,0.57496361,1109,197,0.177477477,0.531223638,0.531584175,382,29,107,0,0,1
Facebook,1,43,1,429,725,0.590909091,4496,206,0.045808317,0.402406267,0.31605056,65,162,133,1,0,1
Facebook,0,26,1,373,689,0.54057971,108,205,1.880733945,0.954920994,0.795696762,326,24,38,1,1,1
Twitter,0,25,0,418,700,0.596291013,1985,186,0.093655589,0.849439561,0.444994812,188,27,31,1,0,1
Instagram,1,96,1,391,722,0.540802213,4248,169,0.039774064,0.585084975,0.475252486,272,96,42,0,1,1
Facebook,0,206,0,413,713,0.578431373,906,183,0.201764057,0.006377825,0.064782095,70,86,107,0,0,1
Twitter,1,35,0,404,684,0.589781022,4946,207,0.041843542,0.432123242,0.438010061,352,25,27,1,0,1
Facebook,1,108,1,417,739,0.563513514,1993,189,0.094784353,0.700339729,0.080828697,35,119,44,0,1,1
Twitter,0,54,0,376,711,0.528089888,4123,175,0.04243453,0.117294235,0.299562118,238,135,64,0,0,1
Instagram,1,191,1,400,727,0.549450549,4215,230,0.05455408,0.406549617,0.126881469,67,100,49,0,0,1
Instagram,0,218,0,404,653,0.617737003,4819,189,0.039211618,0.191725224,0.334480924,107,96,53,0,0,1
Instagram,1,184,1,400,682,0.585651537,2148,204,0.094927873,0.338142987,0.227388345,207,14,50,0,1,1
Instagram,0,68,0,402,662,0.606334842,4099,206,0.050243902,0.026669204,0.285179954,276,48,42,0,0,1
Facebook,1,60,0,387,727,0.531593407,806,199,0.246592317,0.126732382,0.14838584,209,110,63,1,0,1
Facebook,1,129,1,380,677,0.560471976,1993,191,0.095787362,0.45475685,0.439607613,301,7,29,1,1,1
Instagram,0,54,0,436,705,0.617563739,3601,205,0.056912826,0.898189921,0.497576473,429,182,86,0,0,1
Instagram,1,121,1,427,722,0.590594744,4400,208,0.047261986,0.490581622,0.836647693,347,84,65,1,0,1
Instagram,1,96,0,400,688,0.580551524,4273,219,0.051240056,0.453077469,0.538825403,106,127,68,1,1,1
Facebook,0,79,0,392,704,0.556028369,4011,212,0.052841476,0.787569393,0.228757529,379,185,14,1,0,1
Instagram,1,86,0,440,682,0.644216691,84,207,2.435294118,0.267830077,0.735895697,15,130,109,0,0,1
Instagram,0,37,1,390,669,0.582089552,4359,195,0.044724771,0.095068749,0.297246747,238,136,133,0,1,1
Instagram,1,118,1,397,650,0.609831029,3321,210,0.063214931,0.20957262,0.756396547,405,13,23,1,1,1
Twitter,0,207,1,397,688,0.576197388,2506,203,0.080973275,0.791300837,0.387164058,389,90,120,1,1,1
